# JMH 1.18 (released 16 days ago)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: io.github.robertbachmann.scryptbenchmark.MyBenchmark.testMethod

# Run progress: 0.00% complete, ETA 01:30:00
# Fork: 1 of 10
# Warmup Iteration   1: ≈ 10⁻⁷ ms/op
# Warmup Iteration   2: ≈ 10⁻⁷ ms/op
# Warmup Iteration   3: ≈ 10⁻⁷ ms/op
# Warmup Iteration   4: ≈ 10⁻⁷ ms/op
# Warmup Iteration   5: ≈ 10⁻⁷ ms/op
# Warmup Iteration   6: ≈ 10⁻⁷ ms/op
# Warmup Iteration   7: ≈ 10⁻⁷ ms/op
# Warmup Iteration   8: ≈ 10⁻⁷ ms/op
# Warmup Iteration   9: ≈ 10⁻⁷ ms/op
# Warmup Iteration  10: ≈ 10⁻⁷ ms/op
# Warmup Iteration  11: ≈ 10⁻⁷ ms/op
# Warmup Iteration  12: ≈ 10⁻⁷ ms/op
# Warmup Iteration  13: ≈ 10⁻⁷ ms/op
# Warmup Iteration  14: ≈ 10⁻⁷ ms/op
# Warmup Iteration  15: ≈ 10⁻⁷ ms/op
# Warmup Iteration  16: ≈ 10⁻⁷ ms/op
# Warmup Iteration  17: ≈ 10⁻⁷ ms/op
# Warmup Iteration  18: ≈ 10⁻⁷ ms/op
# Warmup Iteration  19: ≈ 10⁻⁷ ms/op
# Warmup Iteration  20: ≈ 10⁻⁷ ms/op
Iteration  21: 45.067 ms/op
Iteration  22: 44.955 ms/op
Iteration  23: 49.315 ms/op
Iteration  24: 44.843 ms/op
Iteration  25: 44.831 ms/op
Iteration  26: 45.292 ms/op
Iteration  27: 44.826 ms/op
Iteration  28: 44.943 ms/op
Iteration  29: 45.197 ms/op
Iteration  30: 44.749 ms/op
Iteration  31: 44.858 ms/op
Iteration  32: 45.716 ms/op
Iteration  33: 45.285 ms/op
Iteration  34: 44.994 ms/op
Iteration  35: 45.402 ms/op
Iteration  36: 44.905 ms/op
Iteration  37: 45.010 ms/op
Iteration  38: 45.864 ms/op
Iteration  39: 45.412 ms/op
Iteration  40: 45.798 ms/op

# Run progress: 24.44% complete, ETA 01:09:22
# Fork: 3 of 10
# Warmup Iteration   1: 51.305 ms/op
# Warmup Iteration   2: 46.904 ms/op
# Warmup Iteration   3: 45.339 ms/op
# Warmup Iteration   4: 45.876 ms/op
# Warmup Iteration   5: 45.122 ms/op
# Warmup Iteration   6: 45.216 ms/op
# Warmup Iteration   7: 45.033 ms/op
# Warmup Iteration   8: 46.054 ms/op
# Warmup Iteration   9: 45.043 ms/op
# Warmup Iteration  10: 44.966 ms/op
# Warmup Iteration  11: 45.107 ms/op
# Warmup Iteration  12: 45.050 ms/op
# Warmup Iteration  13: 45.128 ms/op
# Warmup Iteration  14: 45.392 ms/op
# Warmup Iteration  15: 45.085 ms/op
# Warmup Iteration  16: 45.066 ms/op
# Warmup Iteration  17: 44.903 ms/op
# Warmup Iteration  18: 45.131 ms/op
# Warmup Iteration  19: 44.898 ms/op
# Warmup Iteration  20: 44.872 ms/op
Iteration   1: 45.195 ms/op
Iteration   2: 44.814 ms/op
Iteration   3: 45.483 ms/op
Iteration   4: 44.856 ms/op
Iteration   5: 44.987 ms/op
Iteration   6: 44.938 ms/op
Iteration   7: 44.938 ms/op
Iteration   8: 45.081 ms/op
Iteration   9: 44.946 ms/op
Iteration  10: 44.975 ms/op
Iteration  11: 45.263 ms/op
Iteration  12: 44.834 ms/op
Iteration  13: 45.047 ms/op
Iteration  14: 46.855 ms/op
Iteration  15: 44.960 ms/op
Iteration  16: 48.392 ms/op
Iteration  17: 45.317 ms/op
Iteration  18: 44.886 ms/op
Iteration  19: 44.910 ms/op
Iteration  20: 45.155 ms/op
Iteration  21: 44.930 ms/op
Iteration  22: 45.762 ms/op
Iteration  23: 46.212 ms/op
Iteration  24: 44.853 ms/op
Iteration  25: 45.055 ms/op
Iteration  26: 48.924 ms/op
Iteration  27: 44.840 ms/op
Iteration  28: 44.878 ms/op
Iteration  29: 45.345 ms/op
Iteration  30: 44.968 ms/op
Iteration  31: 45.051 ms/op
Iteration  32: 45.055 ms/op
Iteration  33: 45.281 ms/op
Iteration  34: 44.982 ms/op
Iteration  35: 44.876 ms/op
Iteration  36: 45.067 ms/op
Iteration  37: 44.872 ms/op
Iteration  38: 45.130 ms/op
Iteration  39: 45.051 ms/op
Iteration  40: 45.517 ms/op

# Run progress: 25.56% complete, ETA 01:08:24
# Fork: 4 of 10
# Warmup Iteration   1: 50.221 ms/op
# Warmup Iteration   2: 45.807 ms/op
# Warmup Iteration   3: 45.070 ms/op
# Warmup Iteration   4: 45.996 ms/op
# Warmup Iteration   5: 45.009 ms/op
# Warmup Iteration   6: 45.256 ms/op
# Warmup Iteration   7: 45.095 ms/op
# Warmup Iteration   8: 45.612 ms/op
# Warmup Iteration   9: 45.348 ms/op
# Warmup Iteration  10: 45.325 ms/op
# Warmup Iteration  11: 45.442 ms/op
# Warmup Iteration  12: 45.347 ms/op
# Warmup Iteration  13: 45.388 ms/op
# Warmup Iteration  14: 45.807 ms/op
# Warmup Iteration  15: 45.196 ms/op
# Warmup Iteration  16: 45.529 ms/op
# Warmup Iteration  17: 45.422 ms/op
# Warmup Iteration  18: 45.190 ms/op
# Warmup Iteration  19: 45.163 ms/op
# Warmup Iteration  20: 45.095 ms/op
Iteration   1: 45.078 ms/op
Iteration   2: 44.894 ms/op
Iteration   3: 45.116 ms/op
Iteration   4: 45.532 ms/op
Iteration   5: 45.026 ms/op
Iteration   6: 45.084 ms/op
Iteration   7: 44.961 ms/op
Iteration   8: 44.978 ms/op
Iteration   9: 44.809 ms/op
Iteration  10: 44.965 ms/op
Iteration  11: 44.829 ms/op
Iteration  12: 44.837 ms/op
Iteration  13: 45.285 ms/op
Iteration  14: 44.990 ms/op
Iteration  15: 44.942 ms/op
Iteration  16: 45.084 ms/op
Iteration  17: 45.026 ms/op
Iteration  18: 45.282 ms/op
Iteration  19: 44.956 ms/op
Iteration  20: 45.113 ms/op
Iteration  21: 44.999 ms/op
Iteration  22: 45.006 ms/op
Iteration  23: 44.916 ms/op
Iteration  24: 44.936 ms/op
Iteration  25: 45.206 ms/op
Iteration  26: 45.118 ms/op
Iteration  27: 45.117 ms/op
Iteration  28: 44.920 ms/op
Iteration  29: 46.496 ms/op
Iteration  30: 46.788 ms/op
Iteration  31: 46.344 ms/op
Iteration  32: 44.993 ms/op
Iteration  33: 45.504 ms/op
Iteration  34: 45.079 ms/op
Iteration  35: 45.051 ms/op
Iteration  36: 46.114 ms/op
Iteration  37: 45.593 ms/op
Iteration  38: 45.111 ms/op
Iteration  39: 45.338 ms/op
Iteration  40: 45.060 ms/op

# Run progress: 26.67% complete, ETA 01:07:25
# Fork: 5 of 10
# Warmup Iteration   1: 49.721 ms/op
# Warmup Iteration   2: 47.380 ms/op
# Warmup Iteration   3: 46.260 ms/op
# Warmup Iteration   4: 45.894 ms/op
# Warmup Iteration   5: 45.023 ms/op
# Warmup Iteration   6: 46.258 ms/op
# Warmup Iteration   7: 45.182 ms/op
# Warmup Iteration   8: 45.671 ms/op
# Warmup Iteration   9: 45.034 ms/op
# Warmup Iteration  10: 45.031 ms/op
# Warmup Iteration  11: 45.293 ms/op
# Warmup Iteration  12: 45.078 ms/op
# Warmup Iteration  13: 44.904 ms/op
# Warmup Iteration  14: 45.323 ms/op
# Warmup Iteration  15: 46.458 ms/op
# Warmup Iteration  16: 44.881 ms/op
# Warmup Iteration  17: 44.858 ms/op
# Warmup Iteration  18: 45.726 ms/op
# Warmup Iteration  19: 44.993 ms/op
# Warmup Iteration  20: 45.050 ms/op
Iteration   1: 44.955 ms/op
Iteration   2: 45.093 ms/op
Iteration   3: 45.577 ms/op
Iteration   4: 45.009 ms/op
Iteration   5: 45.778 ms/op
Iteration   6: 45.148 ms/op
Iteration   7: 44.932 ms/op
Iteration   8: 45.173 ms/op
Iteration   9: 44.838 ms/op
Iteration  10: 45.043 ms/op
Iteration  11: 44.888 ms/op
Iteration  12: 45.990 ms/op
Iteration  13: 44.987 ms/op
Iteration  14: 44.880 ms/op
Iteration  15: 45.380 ms/op
Iteration  16: 44.856 ms/op
Iteration  17: 45.085 ms/op
Iteration  18: 44.991 ms/op
Iteration  19: 44.926 ms/op
Iteration  20: 45.844 ms/op
Iteration  21: 45.096 ms/op
Iteration  22: 44.945 ms/op
Iteration  23: 45.357 ms/op
Iteration  24: 45.293 ms/op
Iteration  25: 45.406 ms/op
Iteration  26: 45.012 ms/op
Iteration  27: 44.947 ms/op
Iteration  28: 45.084 ms/op
Iteration  29: 44.915 ms/op
Iteration  30: 44.948 ms/op
Iteration  31: 44.907 ms/op
Iteration  32: 45.018 ms/op
Iteration  33: 45.138 ms/op
Iteration  34: 45.058 ms/op
Iteration  35: 45.213 ms/op
Iteration  36: 45.414 ms/op
Iteration  37: 45.000 ms/op
Iteration  38: 45.221 ms/op
Iteration  39: 44.995 ms/op
Iteration  40: 45.137 ms/op

# Run progress: 27.78% complete, ETA 01:06:26
# Fork: 6 of 10
# Warmup Iteration   1: 49.197 ms/op
# Warmup Iteration   2: 46.102 ms/op
# Warmup Iteration   3: 45.280 ms/op
# Warmup Iteration   4: 46.731 ms/op
# Warmup Iteration   5: 45.147 ms/op
# Warmup Iteration   6: 46.148 ms/op
# Warmup Iteration   7: 45.099 ms/op
# Warmup Iteration   8: 45.624 ms/op
# Warmup Iteration   9: 45.069 ms/op
# Warmup Iteration  10: 45.060 ms/op
# Warmup Iteration  11: 45.226 ms/op
# Warmup Iteration  12: 44.974 ms/op
# Warmup Iteration  13: 44.970 ms/op
# Warmup Iteration  14: 45.287 ms/op
# Warmup Iteration  15: 47.010 ms/op
# Warmup Iteration  16: 45.106 ms/op
# Warmup Iteration  17: 45.111 ms/op
# Warmup Iteration  18: 45.167 ms/op
# Warmup Iteration  19: 45.084 ms/op
# Warmup Iteration  20: 45.088 ms/op
Iteration   1: 45.589 ms/op
Iteration   2: 44.981 ms/op
Iteration   3: 44.891 ms/op
Iteration   4: 45.117 ms/op
Iteration   5: 45.307 ms/op
Iteration   6: 44.976 ms/op
Iteration   7: 45.058 ms/op
Iteration   8: 45.137 ms/op
Iteration   9: 44.940 ms/op
Iteration  10: 45.100 ms/op
Iteration  11: 46.020 ms/op
Iteration  12: 44.976 ms/op
Iteration  13: 45.032 ms/op
Iteration  14: 45.300 ms/op
Iteration  15: 45.290 ms/op
Iteration  16: 45.205 ms/op
Iteration  17: 44.974 ms/op
Iteration  18: 45.048 ms/op
Iteration  19: 45.090 ms/op
Iteration  20: 45.089 ms/op
Iteration  21: 45.065 ms/op
Iteration  22: 44.786 ms/op
Iteration  23: 44.850 ms/op
Iteration  24: 45.168 ms/op
Iteration  25: 45.061 ms/op
Iteration  26: 45.926 ms/op
Iteration  27: 45.314 ms/op
Iteration  28: 44.963 ms/op
Iteration  29: 45.014 ms/op
Iteration  30: 46.430 ms/op
Iteration  31: 45.363 ms/op
Iteration  32: 44.989 ms/op
Iteration  33: 45.320 ms/op
Iteration  34: 45.101 ms/op
Iteration  35: 45.049 ms/op
Iteration  36: 45.190 ms/op
Iteration  37: 45.883 ms/op
Iteration  38: 44.968 ms/op
Iteration  39: 45.199 ms/op
Iteration  40: 45.009 ms/op

# Run progress: 28.89% complete, ETA 01:05:27
# Fork: 7 of 10
# Warmup Iteration   1: 49.358 ms/op
# Warmup Iteration   2: 46.464 ms/op
# Warmup Iteration   3: 45.287 ms/op
# Warmup Iteration   4: 45.839 ms/op
# Warmup Iteration   5: 45.099 ms/op
# Warmup Iteration   6: 45.189 ms/op
# Warmup Iteration   7: 45.266 ms/op
# Warmup Iteration   8: 45.770 ms/op
# Warmup Iteration   9: 44.915 ms/op
# Warmup Iteration  10: 45.045 ms/op
# Warmup Iteration  11: 45.143 ms/op
# Warmup Iteration  12: 45.068 ms/op
# Warmup Iteration  13: 44.972 ms/op
# Warmup Iteration  14: 45.523 ms/op
# Warmup Iteration  15: 45.065 ms/op
# Warmup Iteration  16: 45.206 ms/op
# Warmup Iteration  17: 45.581 ms/op
# Warmup Iteration  18: 45.657 ms/op
# Warmup Iteration  19: 44.983 ms/op
# Warmup Iteration  20: 45.123 ms/op
Iteration   1: 46.023 ms/op
Iteration   2: 45.024 ms/op
Iteration   3: 44.817 ms/op
Iteration   4: 45.718 ms/op
Iteration   5: 44.891 ms/op
Iteration   6: 44.845 ms/op
Iteration   7: 45.025 ms/op
Iteration   8: 44.769 ms/op
Iteration   9: 45.117 ms/op
Iteration  10: 45.242 ms/op
Iteration  11: 45.049 ms/op
Iteration  12: 45.177 ms/op
Iteration  13: 45.412 ms/op
Iteration  14: 44.893 ms/op
Iteration  15: 45.024 ms/op
Iteration  16: 45.542 ms/op
Iteration  17: 45.178 ms/op
Iteration  18: 46.396 ms/op
Iteration  19: 44.985 ms/op
Iteration  20: 45.770 ms/op
Iteration  21: 44.836 ms/op
Iteration  22: 44.807 ms/op
Iteration  23: 45.074 ms/op
Iteration  24: 45.184 ms/op
Iteration  25: 46.025 ms/op
Iteration  26: 44.841 ms/op
Iteration  27: 44.981 ms/op
Iteration  28: 45.224 ms/op
Iteration  29: 46.441 ms/op
Iteration  30: 44.903 ms/op
Iteration  31: 46.410 ms/op
Iteration  32: 44.958 ms/op
Iteration  33: 45.162 ms/op
Iteration  34: 45.409 ms/op
Iteration  35: 44.907 ms/op
Iteration  36: 45.171 ms/op
Iteration  37: 45.085 ms/op
Iteration  38: 44.886 ms/op
Iteration  39: 44.959 ms/op
Iteration  40: 45.295 ms/op

# Run progress: 30.00% complete, ETA 01:04:27
# Fork: 8 of 10
# Warmup Iteration   1: 48.459 ms/op
# Warmup Iteration   2: 50.798 ms/op
# Warmup Iteration   3: 45.493 ms/op
# Warmup Iteration   4: 45.697 ms/op
# Warmup Iteration   5: 45.063 ms/op
# Warmup Iteration   6: 46.451 ms/op
# Warmup Iteration   7: 44.949 ms/op
# Warmup Iteration   8: 45.452 ms/op
# Warmup Iteration   9: 45.049 ms/op
# Warmup Iteration  10: 45.040 ms/op
# Warmup Iteration  11: 46.899 ms/op
# Warmup Iteration  12: 44.947 ms/op
# Warmup Iteration  13: 44.884 ms/op
# Warmup Iteration  14: 45.235 ms/op
# Warmup Iteration  15: 45.242 ms/op
# Warmup Iteration  16: 44.949 ms/op
# Warmup Iteration  17: 45.511 ms/op
# Warmup Iteration  18: 46.199 ms/op
# Warmup Iteration  19: 45.320 ms/op
# Warmup Iteration  20: 45.141 ms/op
Iteration   1: 45.401 ms/op
Iteration   2: 45.843 ms/op
Iteration   3: 45.386 ms/op
Iteration   4: 45.214 ms/op
Iteration   5: 45.570 ms/op
Iteration   6: 44.907 ms/op
Iteration   7: 44.873 ms/op
Iteration   8: 45.085 ms/op
Iteration   9: 44.767 ms/op
Iteration  10: 44.800 ms/op
Iteration  11: 44.743 ms/op
Iteration  12: 45.116 ms/op
Iteration  13: 45.243 ms/op
Iteration  14: 44.938 ms/op
Iteration  15: 45.058 ms/op
Iteration  16: 44.856 ms/op
Iteration  17: 45.781 ms/op
Iteration  18: 44.939 ms/op
Iteration  19: 45.186 ms/op
Iteration  20: 46.176 ms/op
Iteration  21: 44.902 ms/op
Iteration  22: 44.915 ms/op
Iteration  23: 45.273 ms/op
Iteration  24: 44.961 ms/op
Iteration  25: 45.254 ms/op
Iteration  26: 44.929 ms/op
Iteration  27: 45.070 ms/op
Iteration  28: 45.167 ms/op
Iteration  29: 44.788 ms/op
Iteration  30: 45.490 ms/op
Iteration  31: 44.946 ms/op
Iteration  32: 45.318 ms/op
Iteration  33: 44.919 ms/op
Iteration  34: 46.126 ms/op
Iteration  35: 45.225 ms/op
Iteration  36: 45.257 ms/op
Iteration  37: 44.908 ms/op
Iteration  38: 45.356 ms/op
Iteration  39: 44.985 ms/op
Iteration  40: 45.051 ms/op

# Run progress: 31.11% complete, ETA 01:03:27
# Fork: 9 of 10
# Warmup Iteration   1: 52.055 ms/op
# Warmup Iteration   2: 47.276 ms/op
# Warmup Iteration   3: 45.405 ms/op
# Warmup Iteration   4: 46.049 ms/op
# Warmup Iteration   5: 45.192 ms/op
# Warmup Iteration   6: 46.402 ms/op
# Warmup Iteration   7: 45.137 ms/op
# Warmup Iteration   8: 46.446 ms/op
# Warmup Iteration   9: 44.974 ms/op
# Warmup Iteration  10: 45.180 ms/op
# Warmup Iteration  11: 45.358 ms/op
# Warmup Iteration  12: 45.089 ms/op
# Warmup Iteration  13: 45.170 ms/op
# Warmup Iteration  14: 45.381 ms/op
# Warmup Iteration  15: 46.224 ms/op
# Warmup Iteration  16: 45.333 ms/op
# Warmup Iteration  17: 45.193 ms/op
# Warmup Iteration  18: 45.510 ms/op
# Warmup Iteration  19: 45.124 ms/op
# Warmup Iteration  20: 45.060 ms/op
Iteration   1: 45.103 ms/op
Iteration   2: 45.633 ms/op
Iteration   3: 45.122 ms/op
Iteration   4: 44.969 ms/op
Iteration   5: 45.097 ms/op
Iteration   6: 45.229 ms/op
Iteration   7: 45.083 ms/op
Iteration   8: 45.267 ms/op
Iteration   9: 45.023 ms/op
Iteration  10: 44.971 ms/op
Iteration  11: 45.119 ms/op
Iteration  12: 45.099 ms/op
Iteration  13: 45.034 ms/op
Iteration  14: 46.230 ms/op
Iteration  15: 45.081 ms/op
Iteration  16: 44.923 ms/op
Iteration  17: 45.221 ms/op
Iteration  18: 45.013 ms/op
Iteration  19: 45.080 ms/op
Iteration  20: 45.319 ms/op
Iteration  21: 45.262 ms/op
Iteration  22: 45.146 ms/op
Iteration  23: 45.039 ms/op
Iteration  24: 45.467 ms/op
Iteration  25: 45.410 ms/op
Iteration  26: 45.292 ms/op
Iteration  27: 45.309 ms/op
Iteration  28: 45.205 ms/op
Iteration  29: 45.164 ms/op
Iteration  30: 45.468 ms/op
Iteration  31: 45.157 ms/op
Iteration  32: 45.271 ms/op
Iteration  33: 45.317 ms/op
Iteration  34: 45.354 ms/op
Iteration  35: 45.095 ms/op
Iteration  36: 45.793 ms/op
Iteration  37: 45.347 ms/op
Iteration  38: 45.633 ms/op
Iteration  39: 45.298 ms/op
Iteration  40: 45.095 ms/op

# Run progress: 32.22% complete, ETA 01:02:27
# Fork: 10 of 10
# Warmup Iteration   1: 50.248 ms/op
# Warmup Iteration   2: 46.423 ms/op
# Warmup Iteration   3: 45.143 ms/op
# Warmup Iteration   4: 45.696 ms/op
# Warmup Iteration   5: 45.008 ms/op
# Warmup Iteration   6: 45.216 ms/op
# Warmup Iteration   7: 45.153 ms/op
# Warmup Iteration   8: 45.890 ms/op
# Warmup Iteration   9: 45.028 ms/op
# Warmup Iteration  10: 44.872 ms/op
# Warmup Iteration  11: 45.333 ms/op
# Warmup Iteration  12: 45.016 ms/op
# Warmup Iteration  13: 44.968 ms/op
# Warmup Iteration  14: 45.263 ms/op
# Warmup Iteration  15: 45.126 ms/op
# Warmup Iteration  16: 45.087 ms/op
# Warmup Iteration  17: 44.949 ms/op
# Warmup Iteration  18: 46.207 ms/op
# Warmup Iteration  19: 44.967 ms/op
# Warmup Iteration  20: 44.958 ms/op
Iteration   1: 45.148 ms/op
Iteration   2: 45.064 ms/op
Iteration   3: 44.997 ms/op
Iteration   4: 45.013 ms/op
Iteration   5: 45.104 ms/op
Iteration   6: 45.025 ms/op
Iteration   7: 44.892 ms/op
Iteration   8: 45.048 ms/op
Iteration   9: 44.892 ms/op
Iteration  10: 44.979 ms/op
Iteration  11: 45.179 ms/op
Iteration  12: 44.985 ms/op
Iteration  13: 45.046 ms/op
Iteration  14: 46.096 ms/op
Iteration  15: 44.906 ms/op
Iteration  16: 45.227 ms/op
Iteration  17: 44.787 ms/op
Iteration  18: 44.781 ms/op
Iteration  19: 45.132 ms/op
Iteration  20: 44.814 ms/op
Iteration  21: 44.961 ms/op
Iteration  22: 45.399 ms/op
Iteration  23: 44.959 ms/op
Iteration  24: 46.221 ms/op
Iteration  25: 44.980 ms/op
Iteration  26: 46.179 ms/op
Iteration  27: 44.822 ms/op
Iteration  28: 45.060 ms/op
Iteration  29: 44.960 ms/op
Iteration  30: 45.247 ms/op
Iteration  31: 45.099 ms/op
Iteration  32: 47.052 ms/op
Iteration  33: 44.763 ms/op
Iteration  34: 45.120 ms/op
Iteration  35: 44.939 ms/op
Iteration  36: 45.005 ms/op
Iteration  37: 45.073 ms/op
Iteration  38: 45.232 ms/op
Iteration  39: 45.431 ms/op
Iteration  40: 44.957 ms/op


Result "io.github.robertbachmann.scryptbenchmark.MyBenchmark.testScryptBouncyCastle1":
  45.209 ±(99.9%) 0.081 ms/op [Average]
  (min, avg, max) = (44.743, 45.209, 49.315), stdev = 0.487
  CI (99.9%): [45.128, 45.289] (assumes normal distribution)


# JMH 1.18 (released 16 days ago)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: io.github.robertbachmann.scryptbenchmark.MyBenchmark.testScryptBouncyCastle2

# Run progress: 33.33% complete, ETA 01:01:27
# Fork: 1 of 10
# Warmup Iteration   1: 49.629 ms/op
# Warmup Iteration   2: 45.226 ms/op
# Warmup Iteration   3: 44.170 ms/op
# Warmup Iteration   4: 44.973 ms/op
# Warmup Iteration   5: 44.082 ms/op
# Warmup Iteration   6: 45.141 ms/op
# Warmup Iteration   7: 44.254 ms/op
# Warmup Iteration   8: 45.011 ms/op
# Warmup Iteration   9: 44.035 ms/op
# Warmup Iteration  10: 44.729 ms/op
# Warmup Iteration  11: 46.020 ms/op
# Warmup Iteration  12: 44.026 ms/op
# Warmup Iteration  13: 44.031 ms/op
# Warmup Iteration  14: 44.860 ms/op
# Warmup Iteration  15: 44.062 ms/op
# Warmup Iteration  16: 44.041 ms/op
# Warmup Iteration  17: 44.044 ms/op
# Warmup Iteration  18: 44.174 ms/op
# Warmup Iteration  19: 43.933 ms/op
# Warmup Iteration  20: 43.895 ms/op
Iteration   1: 44.873 ms/op
Iteration   2: 44.014 ms/op
Iteration   3: 44.112 ms/op
Iteration   4: 44.061 ms/op
Iteration   5: 44.192 ms/op
Iteration   6: 43.936 ms/op
Iteration   7: 43.942 ms/op
Iteration   8: 44.227 ms/op
Iteration   9: 43.928 ms/op
Iteration  10: 43.967 ms/op
Iteration  11: 45.161 ms/op
Iteration  12: 44.393 ms/op
Iteration  13: 43.960 ms/op
Iteration  14: 45.345 ms/op
Iteration  15: 43.918 ms/op
Iteration  16: 44.631 ms/op
Iteration  17: 43.956 ms/op
Iteration  18: 43.943 ms/op
Iteration  19: 44.143 ms/op
Iteration  20: 44.023 ms/op
Iteration  21: 44.537 ms/op
Iteration  22: 43.976 ms/op
Iteration  23: 43.871 ms/op
Iteration  24: 44.063 ms/op
Iteration  25: 43.948 ms/op
Iteration  26: 44.485 ms/op
Iteration  27: 43.875 ms/op
Iteration  28: 44.111 ms/op
Iteration  29: 43.996 ms/op
Iteration  30: 44.486 ms/op
Iteration  31: 43.864 ms/op
Iteration  32: 44.065 ms/op
Iteration  33: 44.027 ms/op
Iteration  34: 44.057 ms/op
Iteration  35: 43.987 ms/op
Iteration  36: 43.926 ms/op
Iteration  37: 44.378 ms/op
Iteration  38: 44.113 ms/op
Iteration  39: 44.061 ms/op
Iteration  40: 44.120 ms/op

# Run progress: 34.44% complete, ETA 01:00:25
# Fork: 2 of 10
# Warmup Iteration   1: 47.060 ms/op
# Warmup Iteration   2: 45.267 ms/op
# Warmup Iteration   3: 44.824 ms/op
# Warmup Iteration   4: 45.027 ms/op
# Warmup Iteration   5: 43.975 ms/op
# Warmup Iteration   6: 44.367 ms/op
# Warmup Iteration   7: 44.515 ms/op
# Warmup Iteration   8: 44.669 ms/op
# Warmup Iteration   9: 43.982 ms/op
# Warmup Iteration  10: 44.040 ms/op
# Warmup Iteration  11: 45.028 ms/op
# Warmup Iteration  12: 43.978 ms/op
# Warmup Iteration  13: 44.919 ms/op
# Warmup Iteration  14: 43.982 ms/op
# Warmup Iteration  15: 44.036 ms/op
# Warmup Iteration  16: 44.202 ms/op
# Warmup Iteration  17: 44.467 ms/op
# Warmup Iteration  18: 45.155 ms/op
# Warmup Iteration  19: 43.899 ms/op
# Warmup Iteration  20: 44.221 ms/op
Iteration   1: 44.046 ms/op
Iteration   2: 44.904 ms/op
Iteration   3: 44.173 ms/op
Iteration   4: 44.080 ms/op
Iteration   5: 43.961 ms/op
Iteration   6: 44.101 ms/op
Iteration   7: 44.029 ms/op
Iteration   8: 43.916 ms/op
Iteration   9: 44.225 ms/op
Iteration  10: 43.905 ms/op
Iteration  11: 44.729 ms/op
Iteration  12: 44.164 ms/op
Iteration  13: 43.886 ms/op
Iteration  14: 45.058 ms/op
Iteration  15: 44.110 ms/op
Iteration  16: 44.093 ms/op
Iteration  17: 44.047 ms/op
Iteration  18: 44.325 ms/op
Iteration  19: 44.275 ms/op
Iteration  20: 44.123 ms/op
Iteration  21: 44.484 ms/op
Iteration  22: 44.918 ms/op
Iteration  23: 44.163 ms/op
Iteration  24: 44.187 ms/op
Iteration  25: 44.129 ms/op
Iteration  26: 44.542 ms/op
Iteration  27: 44.245 ms/op
Iteration  28: 44.124 ms/op
Iteration  29: 44.158 ms/op
Iteration  30: 44.222 ms/op
Iteration  31: 44.166 ms/op
Iteration  32: 44.599 ms/op
Iteration  33: 44.602 ms/op
Iteration  34: 46.801 ms/op
Iteration  35: 44.498 ms/op
Iteration  36: 45.208 ms/op
Iteration  37: 43.889 ms/op
Iteration  38: 45.002 ms/op
Iteration  39: 44.254 ms/op
Iteration  40: 44.112 ms/op

# Run progress: 35.56% complete, ETA 00:59:24
# Fork: 3 of 10
# Warmup Iteration   1: 48.227 ms/op
# Warmup Iteration   2: 46.298 ms/op
# Warmup Iteration   3: 44.189 ms/op
# Warmup Iteration   4: 45.006 ms/op
# Warmup Iteration   5: 44.079 ms/op
# Warmup Iteration   6: 44.174 ms/op
# Warmup Iteration   7: 44.493 ms/op
# Warmup Iteration   8: 44.653 ms/op
# Warmup Iteration   9: 43.947 ms/op
# Warmup Iteration  10: 44.204 ms/op
# Warmup Iteration  11: 44.508 ms/op
# Warmup Iteration  12: 43.984 ms/op
# Warmup Iteration  13: 43.960 ms/op
# Warmup Iteration  14: 44.837 ms/op
# Warmup Iteration  15: 44.260 ms/op
# Warmup Iteration  16: 44.156 ms/op
# Warmup Iteration  17: 43.987 ms/op
# Warmup Iteration  18: 44.358 ms/op
# Warmup Iteration  19: 44.192 ms/op
# Warmup Iteration  20: 43.944 ms/op
Iteration   1: 44.176 ms/op
Iteration   2: 44.123 ms/op
Iteration   3: 44.178 ms/op
Iteration   4: 44.025 ms/op
Iteration   5: 44.509 ms/op
Iteration   6: 44.067 ms/op
Iteration   7: 44.168 ms/op
Iteration   8: 44.007 ms/op
Iteration   9: 44.193 ms/op
Iteration  10: 44.133 ms/op
Iteration  11: 44.274 ms/op
Iteration  12: 44.976 ms/op
Iteration  13: 43.897 ms/op
Iteration  14: 44.839 ms/op
Iteration  15: 44.181 ms/op
Iteration  16: 44.071 ms/op
Iteration  17: 44.200 ms/op
Iteration  18: 44.145 ms/op
Iteration  19: 44.183 ms/op
Iteration  20: 44.153 ms/op
Iteration  21: 45.851 ms/op
Iteration  22: 44.014 ms/op
