# JMH 1.18 (released 16 days ago)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: io.github.robertbachmann.scryptbenchmark.MyBenchmark.testMethod

# Run progress: 0.00% complete, ETA 01:30:00
# Fork: 1 of 10
# Warmup Iteration   1: ≈ 10⁻⁷ ms/op
# Warmup Iteration   2: ≈ 10⁻⁷ ms/op
# Warmup Iteration   3: ≈ 10⁻⁷ ms/op
# Warmup Iteration   4: ≈ 10⁻⁷ ms/op
# Warmup Iteration   5: ≈ 10⁻⁷ ms/op
# Warmup Iteration   6: ≈ 10⁻⁷ ms/op
# Warmup Iteration   7: ≈ 10⁻⁷ ms/op
# Warmup Iteration   8: ≈ 10⁻⁷ ms/op
# Warmup Iteration   9: ≈ 10⁻⁷ ms/op
# Warmup Iteration  10: ≈ 10⁻⁷ ms/op
# Warmup Iteration  11: ≈ 10⁻⁷ ms/op
# Warmup Iteration  12: ≈ 10⁻⁷ ms/op
# Warmup Iteration  13: ≈ 10⁻⁷ ms/op
# Warmup Iteration  14: ≈ 10⁻⁷ ms/op
# Warmup Iteration  15: ≈ 10⁻⁷ ms/op
# Warmup Iteration  16: ≈ 10⁻⁷ ms/op
# Warmup Iteration  17: ≈ 10⁻⁷ ms/op
# Warmup Iteration  18: ≈ 10⁻⁷ ms/op
# Warmup Iteration  19: ≈ 10⁻⁷ ms/op
# Warmup Iteration  20: ≈ 10⁻⁷ ms/op
Iteration  28: 42.885 ms/op
Iteration  29: 39.827 ms/op
Iteration  30: 41.216 ms/op
Iteration  31: 39.648 ms/op
Iteration  32: 39.694 ms/op
Iteration  33: 39.754 ms/op
Iteration  34: 39.687 ms/op
Iteration  35: 39.621 ms/op
Iteration  36: 39.699 ms/op
Iteration  37: 39.654 ms/op
Iteration  38: 39.899 ms/op
Iteration  39: 39.712 ms/op
Iteration  40: 39.633 ms/op

# Run progress: 50.00% complete, ETA 00:46:04
# Fork: 6 of 10
# Warmup Iteration   1: 44.854 ms/op
# Warmup Iteration   2: 40.744 ms/op
# Warmup Iteration   3: 41.810 ms/op
# Warmup Iteration   4: 40.600 ms/op
# Warmup Iteration   5: 40.080 ms/op
# Warmup Iteration   6: 39.816 ms/op
# Warmup Iteration   7: 40.323 ms/op
# Warmup Iteration   8: 40.196 ms/op
# Warmup Iteration   9: 39.851 ms/op
# Warmup Iteration  10: 40.209 ms/op
# Warmup Iteration  11: 39.797 ms/op
# Warmup Iteration  12: 39.829 ms/op
# Warmup Iteration  13: 41.199 ms/op
# Warmup Iteration  14: 39.634 ms/op
# Warmup Iteration  15: 39.691 ms/op
# Warmup Iteration  16: 39.806 ms/op
# Warmup Iteration  17: 39.728 ms/op
# Warmup Iteration  18: 39.636 ms/op
# Warmup Iteration  19: 40.803 ms/op
# Warmup Iteration  20: 39.764 ms/op
Iteration   1: 39.737 ms/op
Iteration   2: 40.093 ms/op
Iteration   3: 39.622 ms/op
Iteration   4: 39.657 ms/op
Iteration   5: 39.829 ms/op
Iteration   6: 39.682 ms/op
Iteration   7: 39.727 ms/op
Iteration   8: 40.960 ms/op
Iteration   9: 39.725 ms/op
Iteration  10: 39.703 ms/op
Iteration  11: 39.848 ms/op
Iteration  12: 39.643 ms/op
Iteration  13: 39.572 ms/op
Iteration  14: 39.790 ms/op
Iteration  15: 39.690 ms/op
Iteration  16: 40.026 ms/op
Iteration  17: 39.633 ms/op
Iteration  18: 39.649 ms/op
Iteration  19: 39.663 ms/op
Iteration  20: 39.561 ms/op
Iteration  21: 40.718 ms/op
Iteration  22: 39.644 ms/op
Iteration  23: 40.537 ms/op
Iteration  24: 39.761 ms/op
Iteration  25: 40.944 ms/op
Iteration  26: 39.642 ms/op
Iteration  27: 40.380 ms/op
Iteration  28: 39.634 ms/op
Iteration  29: 39.833 ms/op
Iteration  30: 39.621 ms/op
Iteration  31: 39.881 ms/op
Iteration  32: 39.786 ms/op
Iteration  33: 39.760 ms/op
Iteration  34: 39.844 ms/op
Iteration  35: 39.755 ms/op
Iteration  36: 40.766 ms/op
Iteration  37: 40.824 ms/op
Iteration  38: 39.699 ms/op
Iteration  39: 40.492 ms/op
Iteration  40: 40.272 ms/op

# Run progress: 51.11% complete, ETA 00:45:03
# Fork: 7 of 10
# Warmup Iteration   1: 45.387 ms/op
# Warmup Iteration   2: 40.300 ms/op
# Warmup Iteration   3: 40.161 ms/op
# Warmup Iteration   4: 40.515 ms/op
# Warmup Iteration   5: 40.350 ms/op
# Warmup Iteration   6: 39.694 ms/op
# Warmup Iteration   7: 40.280 ms/op
# Warmup Iteration   8: 41.360 ms/op
# Warmup Iteration   9: 39.646 ms/op
# Warmup Iteration  10: 41.158 ms/op
# Warmup Iteration  11: 39.865 ms/op
# Warmup Iteration  12: 39.722 ms/op
# Warmup Iteration  13: 40.407 ms/op
# Warmup Iteration  14: 40.422 ms/op
# Warmup Iteration  15: 39.653 ms/op
# Warmup Iteration  16: 39.825 ms/op
# Warmup Iteration  17: 39.734 ms/op
# Warmup Iteration  18: 39.626 ms/op
# Warmup Iteration  19: 39.838 ms/op
# Warmup Iteration  20: 39.680 ms/op
Iteration   1: 39.702 ms/op
Iteration   2: 39.889 ms/op
Iteration   3: 39.615 ms/op
Iteration   4: 39.763 ms/op
Iteration   5: 39.753 ms/op
Iteration   6: 39.858 ms/op
Iteration   7: 39.694 ms/op
Iteration   8: 40.625 ms/op
Iteration   9: 39.639 ms/op
Iteration  10: 39.706 ms/op
Iteration  11: 39.938 ms/op
Iteration  12: 39.791 ms/op
Iteration  13: 39.750 ms/op
Iteration  14: 39.641 ms/op
Iteration  15: 39.771 ms/op
Iteration  16: 39.758 ms/op
Iteration  17: 39.579 ms/op
Iteration  18: 39.795 ms/op
Iteration  19: 39.599 ms/op
Iteration  20: 39.743 ms/op
Iteration  21: 39.737 ms/op
Iteration  22: 39.728 ms/op
Iteration  23: 39.706 ms/op
Iteration  24: 41.336 ms/op
Iteration  25: 39.629 ms/op
Iteration  26: 39.804 ms/op
Iteration  27: 39.713 ms/op
Iteration  28: 39.680 ms/op
Iteration  29: 39.614 ms/op
Iteration  30: 39.606 ms/op
Iteration  31: 39.865 ms/op
Iteration  32: 39.649 ms/op
Iteration  33: 39.717 ms/op
Iteration  34: 39.733 ms/op
Iteration  35: 39.801 ms/op
Iteration  36: 39.936 ms/op
Iteration  37: 39.909 ms/op
Iteration  38: 39.841 ms/op
Iteration  39: 39.969 ms/op
Iteration  40: 39.709 ms/op

# Run progress: 52.22% complete, ETA 00:44:02
# Fork: 8 of 10
# Warmup Iteration   1: 42.830 ms/op
# Warmup Iteration   2: 40.200 ms/op
# Warmup Iteration   3: 40.214 ms/op
# Warmup Iteration   4: 40.621 ms/op
# Warmup Iteration   5: 40.551 ms/op
# Warmup Iteration   6: 39.817 ms/op
# Warmup Iteration   7: 42.009 ms/op
# Warmup Iteration   8: 39.762 ms/op
# Warmup Iteration   9: 39.674 ms/op
# Warmup Iteration  10: 40.438 ms/op
# Warmup Iteration  11: 39.657 ms/op
# Warmup Iteration  12: 39.763 ms/op
# Warmup Iteration  13: 40.296 ms/op
# Warmup Iteration  14: 39.713 ms/op
# Warmup Iteration  15: 39.826 ms/op
# Warmup Iteration  16: 39.888 ms/op
# Warmup Iteration  17: 39.675 ms/op
# Warmup Iteration  18: 39.698 ms/op
# Warmup Iteration  19: 39.748 ms/op
# Warmup Iteration  20: 39.659 ms/op
Iteration   1: 39.715 ms/op
Iteration   2: 39.853 ms/op
Iteration   3: 39.970 ms/op
Iteration   4: 41.018 ms/op
Iteration   5: 39.583 ms/op
Iteration   6: 39.573 ms/op
Iteration   7: 39.696 ms/op
Iteration   8: 39.585 ms/op
Iteration   9: 40.729 ms/op
Iteration  10: 39.610 ms/op
Iteration  11: 39.625 ms/op
Iteration  12: 40.012 ms/op
Iteration  13: 39.564 ms/op
Iteration  14: 39.955 ms/op
Iteration  15: 39.631 ms/op
Iteration  16: 39.798 ms/op
Iteration  17: 39.515 ms/op
Iteration  18: 39.684 ms/op
Iteration  19: 39.523 ms/op
Iteration  20: 40.825 ms/op
Iteration  21: 40.108 ms/op
Iteration  22: 39.546 ms/op
Iteration  23: 39.816 ms/op
Iteration  24: 39.563 ms/op
Iteration  25: 41.860 ms/op
Iteration  26: 39.576 ms/op
Iteration  27: 39.890 ms/op
Iteration  28: 39.862 ms/op
Iteration  29: 39.797 ms/op
Iteration  30: 40.081 ms/op
Iteration  31: 40.688 ms/op
Iteration  32: 39.785 ms/op
Iteration  33: 40.120 ms/op
Iteration  34: 39.669 ms/op
Iteration  35: 39.685 ms/op
Iteration  36: 40.034 ms/op
Iteration  37: 39.754 ms/op
Iteration  38: 39.688 ms/op
Iteration  39: 40.032 ms/op
Iteration  40: 41.063 ms/op

# Run progress: 53.33% complete, ETA 00:43:01
# Fork: 9 of 10
# Warmup Iteration   1: 45.453 ms/op
# Warmup Iteration   2: 40.817 ms/op
# Warmup Iteration   3: 39.915 ms/op
# Warmup Iteration   4: 41.289 ms/op
# Warmup Iteration   5: 39.935 ms/op
# Warmup Iteration   6: 39.794 ms/op
# Warmup Iteration   7: 40.244 ms/op
# Warmup Iteration   8: 40.139 ms/op
# Warmup Iteration   9: 39.640 ms/op
# Warmup Iteration  10: 40.113 ms/op
# Warmup Iteration  11: 39.650 ms/op
# Warmup Iteration  12: 39.790 ms/op
# Warmup Iteration  13: 40.331 ms/op
# Warmup Iteration  14: 39.976 ms/op
# Warmup Iteration  15: 39.724 ms/op
# Warmup Iteration  16: 39.858 ms/op
# Warmup Iteration  17: 39.814 ms/op
# Warmup Iteration  18: 39.731 ms/op
# Warmup Iteration  19: 40.440 ms/op
# Warmup Iteration  20: 39.760 ms/op
Iteration   1: 39.911 ms/op
Iteration   2: 40.843 ms/op
Iteration   3: 39.558 ms/op
Iteration   4: 39.736 ms/op
Iteration   5: 39.664 ms/op
Iteration   6: 39.741 ms/op
Iteration   7: 39.645 ms/op
Iteration   8: 39.957 ms/op
Iteration   9: 39.700 ms/op
Iteration  10: 39.767 ms/op
Iteration  11: 39.785 ms/op
Iteration  12: 39.776 ms/op
Iteration  13: 39.806 ms/op
Iteration  14: 39.768 ms/op
Iteration  15: 39.795 ms/op
Iteration  16: 39.721 ms/op
Iteration  17: 39.774 ms/op
Iteration  18: 39.742 ms/op
Iteration  19: 39.628 ms/op
Iteration  20: 39.841 ms/op
Iteration  21: 39.693 ms/op
Iteration  22: 39.711 ms/op
Iteration  23: 39.741 ms/op
Iteration  24: 39.708 ms/op
Iteration  25: 40.021 ms/op
Iteration  26: 40.943 ms/op
Iteration  27: 39.923 ms/op
Iteration  28: 39.978 ms/op
Iteration  29: 39.895 ms/op
Iteration  30: 39.913 ms/op
Iteration  31: 39.953 ms/op
Iteration  32: 39.949 ms/op
Iteration  33: 40.931 ms/op
Iteration  34: 39.907 ms/op
Iteration  35: 42.956 ms/op
Iteration  36: 39.671 ms/op
Iteration  37: 39.843 ms/op
Iteration  38: 39.885 ms/op
Iteration  39: 39.680 ms/op
Iteration  40: 40.904 ms/op

# Run progress: 54.44% complete, ETA 00:42:00
# Fork: 10 of 10
# Warmup Iteration   1: 46.831 ms/op
# Warmup Iteration   2: 42.070 ms/op
# Warmup Iteration   3: 40.328 ms/op
# Warmup Iteration   4: 40.907 ms/op
# Warmup Iteration   5: 40.381 ms/op
# Warmup Iteration   6: 40.125 ms/op
# Warmup Iteration   7: 40.621 ms/op
# Warmup Iteration   8: 40.367 ms/op
# Warmup Iteration   9: 40.102 ms/op
# Warmup Iteration  10: 40.481 ms/op
# Warmup Iteration  11: 40.103 ms/op
# Warmup Iteration  12: 40.024 ms/op
# Warmup Iteration  13: 40.525 ms/op
# Warmup Iteration  14: 40.164 ms/op
# Warmup Iteration  15: 40.113 ms/op
# Warmup Iteration  16: 40.163 ms/op
# Warmup Iteration  17: 40.068 ms/op
# Warmup Iteration  18: 40.171 ms/op
# Warmup Iteration  19: 40.113 ms/op
# Warmup Iteration  20: 40.214 ms/op
Iteration   1: 39.995 ms/op
Iteration   2: 40.122 ms/op
Iteration   3: 40.602 ms/op
Iteration   4: 40.220 ms/op
Iteration   5: 40.010 ms/op
Iteration   6: 40.308 ms/op
Iteration   7: 40.114 ms/op
Iteration   8: 40.120 ms/op
Iteration   9: 40.215 ms/op
Iteration  10: 40.013 ms/op
Iteration  11: 40.223 ms/op
Iteration  12: 40.146 ms/op
Iteration  13: 40.233 ms/op
Iteration  14: 40.015 ms/op
Iteration  15: 40.056 ms/op
Iteration  16: 40.460 ms/op
Iteration  17: 40.279 ms/op
Iteration  18: 40.644 ms/op
Iteration  19: 39.933 ms/op
Iteration  20: 40.140 ms/op
Iteration  21: 39.926 ms/op
Iteration  22: 40.133 ms/op
Iteration  23: 40.079 ms/op
Iteration  24: 40.131 ms/op
Iteration  25: 40.096 ms/op
Iteration  26: 39.992 ms/op
Iteration  27: 40.069 ms/op
Iteration  28: 40.284 ms/op
Iteration  29: 40.034 ms/op
Iteration  30: 40.131 ms/op
Iteration  31: 40.121 ms/op
Iteration  32: 40.097 ms/op
Iteration  33: 40.072 ms/op
Iteration  34: 40.099 ms/op
Iteration  35: 40.000 ms/op
Iteration  36: 40.215 ms/op
Iteration  37: 40.177 ms/op
Iteration  38: 40.497 ms/op
Iteration  39: 40.599 ms/op
Iteration  40: 40.201 ms/op


Result "io.github.robertbachmann.scryptbenchmark.MyBenchmark.testScryptBouncyCastle3":
  39.993 ±(99.9%) 0.080 ms/op [Average]
  (min, avg, max) = (39.501, 39.993, 43.358), stdev = 0.482
  CI (99.9%): [39.913, 40.073] (assumes normal distribution)


# JMH 1.18 (released 16 days ago)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: io.github.robertbachmann.scryptbenchmark.MyBenchmark.testScryptBouncyCastle4

# Run progress: 55.56% complete, ETA 00:40:58
# Fork: 1 of 10
# Warmup Iteration   1: 47.091 ms/op
# Warmup Iteration   2: 40.693 ms/op
# Warmup Iteration   3: 41.502 ms/op
# Warmup Iteration   4: 40.723 ms/op
# Warmup Iteration   5: 40.399 ms/op
# Warmup Iteration   6: 39.962 ms/op
# Warmup Iteration   7: 40.777 ms/op
# Warmup Iteration   8: 40.205 ms/op
# Warmup Iteration   9: 40.368 ms/op
# Warmup Iteration  10: 40.383 ms/op
# Warmup Iteration  11: 40.176 ms/op
# Warmup Iteration  12: 40.377 ms/op
# Warmup Iteration  13: 40.474 ms/op
# Warmup Iteration  14: 40.020 ms/op
# Warmup Iteration  15: 40.617 ms/op
# Warmup Iteration  16: 40.261 ms/op
# Warmup Iteration  17: 40.244 ms/op
# Warmup Iteration  18: 39.909 ms/op
# Warmup Iteration  19: 40.571 ms/op
# Warmup Iteration  20: 40.425 ms/op
Iteration   1: 40.000 ms/op
Iteration   2: 40.378 ms/op
Iteration   3: 40.074 ms/op
Iteration   4: 39.946 ms/op
Iteration   5: 40.095 ms/op
Iteration   6: 40.002 ms/op
Iteration   7: 39.969 ms/op
Iteration   8: 40.459 ms/op
Iteration   9: 40.150 ms/op
Iteration  10: 40.491 ms/op
Iteration  11: 40.249 ms/op
Iteration  12: 40.138 ms/op
Iteration  13: 40.095 ms/op
Iteration  14: 39.947 ms/op
Iteration  15: 40.167 ms/op
Iteration  16: 40.081 ms/op
Iteration  17: 40.007 ms/op
Iteration  18: 40.060 ms/op
Iteration  19: 39.899 ms/op
Iteration  20: 40.261 ms/op
Iteration  21: 40.156 ms/op
Iteration  22: 40.190 ms/op
Iteration  23: 39.953 ms/op
Iteration  24: 40.200 ms/op
Iteration  25: 39.994 ms/op
Iteration  26: 40.152 ms/op
Iteration  27: 40.127 ms/op
Iteration  28: 39.986 ms/op
Iteration  29: 40.097 ms/op
Iteration  30: 40.077 ms/op
Iteration  31: 40.178 ms/op
Iteration  32: 40.290 ms/op
Iteration  33: 40.042 ms/op
Iteration  34: 40.161 ms/op
Iteration  35: 40.021 ms/op
Iteration  36: 40.218 ms/op
Iteration  37: 40.264 ms/op
Iteration  38: 41.550 ms/op
Iteration  39: 40.726 ms/op
Iteration  40: 40.192 ms/op

# Run progress: 56.67% complete, ETA 00:39:56
# Fork: 2 of 10
# Warmup Iteration   1: 48.515 ms/op
# Warmup Iteration   2: 41.503 ms/op
# Warmup Iteration   3: 40.347 ms/op
# Warmup Iteration   4: 41.694 ms/op
# Warmup Iteration   5: 40.718 ms/op
# Warmup Iteration   6: 40.252 ms/op
# Warmup Iteration   7: 40.999 ms/op
# Warmup Iteration   8: 40.451 ms/op
# Warmup Iteration   9: 40.372 ms/op
# Warmup Iteration  10: 40.446 ms/op
# Warmup Iteration  11: 40.227 ms/op
# Warmup Iteration  12: 40.152 ms/op
# Warmup Iteration  13: 40.654 ms/op
# Warmup Iteration  14: 40.219 ms/op
# Warmup Iteration  15: 40.366 ms/op
# Warmup Iteration  16: 40.135 ms/op
# Warmup Iteration  17: 44.438 ms/op
# Warmup Iteration  18: 39.997 ms/op
# Warmup Iteration  19: 40.385 ms/op
# Warmup Iteration  20: 40.136 ms/op
Iteration   1: 40.522 ms/op
Iteration   2: 40.066 ms/op
Iteration   3: 40.370 ms/op
Iteration   4: 40.445 ms/op
Iteration   5: 40.467 ms/op
Iteration   6: 40.251 ms/op
Iteration   7: 40.021 ms/op
Iteration   8: 40.245 ms/op
Iteration   9: 40.460 ms/op
Iteration  10: 40.253 ms/op
Iteration  11: 40.459 ms/op
Iteration  12: 40.571 ms/op
Iteration  13: 40.163 ms/op
Iteration  14: 40.133 ms/op
Iteration  15: 40.428 ms/op
Iteration  16: 39.920 ms/op
Iteration  17: 40.213 ms/op
Iteration  18: 40.343 ms/op
Iteration  19: 40.223 ms/op
Iteration  20: 40.236 ms/op
Iteration  21: 40.152 ms/op
Iteration  22: 39.989 ms/op
Iteration  23: 40.256 ms/op
Iteration  24: 39.928 ms/op
Iteration  25: 40.875 ms/op
Iteration  26: 40.055 ms/op
Iteration  27: 40.022 ms/op
Iteration  28: 40.491 ms/op
Iteration  29: 40.125 ms/op
Iteration  30: 40.326 ms/op
Iteration  31: 39.951 ms/op
Iteration  32: 40.271 ms/op
Iteration  33: 40.164 ms/op
Iteration  34: 41.159 ms/op
Iteration  35: 40.186 ms/op
Iteration  36: 40.116 ms/op
Iteration  37: 40.027 ms/op
Iteration  38: 40.032 ms/op
Iteration  39: 40.261 ms/op
Iteration  40: 40.053 ms/op

# Run progress: 57.78% complete, ETA 00:38:54
# Fork: 3 of 10
# Warmup Iteration   1: 45.460 ms/op
# Warmup Iteration   2: 41.105 ms/op
# Warmup Iteration   3: 40.985 ms/op
# Warmup Iteration   4: 40.631 ms/op
# Warmup Iteration   5: 40.463 ms/op
# Warmup Iteration   6: 40.511 ms/op
# Warmup Iteration   7: 40.705 ms/op
# Warmup Iteration   8: 41.300 ms/op
# Warmup Iteration   9: 40.357 ms/op
# Warmup Iteration  10: 40.920 ms/op
# Warmup Iteration  11: 40.387 ms/op
# Warmup Iteration  12: 40.175 ms/op
# Warmup Iteration  13: 41.164 ms/op
# Warmup Iteration  14: 40.139 ms/op
# Warmup Iteration  15: 40.211 ms/op
# Warmup Iteration  16: 40.116 ms/op
# Warmup Iteration  17: 40.037 ms/op
# Warmup Iteration  18: 40.053 ms/op
# Warmup Iteration  19: 40.035 ms/op
# Warmup Iteration  20: 40.209 ms/op
Iteration   1: 40.519 ms/op
Iteration   2: 40.238 ms/op
Iteration   3: 40.167 ms/op
Iteration   4: 40.043 ms/op
Iteration   5: 40.322 ms/op
Iteration   6: 40.196 ms/op
Iteration   7: 40.065 ms/op
Iteration   8: 40.155 ms/op
Iteration   9: 40.189 ms/op
Iteration  10: 40.116 ms/op
Iteration  11: 40.142 ms/op
Iteration  12: 39.939 ms/op
Iteration  13: 40.135 ms/op
Iteration  14: 40.201 ms/op
Iteration  15: 40.044 ms/op
Iteration  16: 40.301 ms/op
Iteration  17: 40.060 ms/op
Iteration  18: 40.180 ms/op
Iteration  19: 40.164 ms/op
Iteration  20: 41.307 ms/op
Iteration  21: 40.142 ms/op
Iteration  22: 40.119 ms/op
Iteration  23: 40.060 ms/op
Iteration  24: 40.041 ms/op
Iteration  25: 39.906 ms/op
Iteration  26: 40.242 ms/op
Iteration  27: 39.929 ms/op
Iteration  28: 40.324 ms/op
Iteration  29: 40.260 ms/op
Iteration  30: 40.137 ms/op
Iteration  31: 40.383 ms/op
Iteration  32: 39.981 ms/op
Iteration  33: 40.252 ms/op
Iteration  34: 40.159 ms/op
Iteration  35: 40.490 ms/op
Iteration  36: 40.084 ms/op
Iteration  37: 40.696 ms/op
Iteration  38: 40.464 ms/op
Iteration  39: 40.341 ms/op
Iteration  40: 40.148 ms/op

# Run progress: 58.89% complete, ETA 00:37:52
# Fork: 4 of 10
# Warmup Iteration   1: 45.243 ms/op
# Warmup Iteration   2: 40.682 ms/op
# Warmup Iteration   3: 40.311 ms/op
# Warmup Iteration   4: 41.560 ms/op
# Warmup Iteration   5: 40.539 ms/op
# Warmup Iteration   6: 40.086 ms/op
# Warmup Iteration   7: 40.664 ms/op
# Warmup Iteration   8: 40.354 ms/op
# Warmup Iteration   9: 39.986 ms/op
# Warmup Iteration  10: 40.777 ms/op
# Warmup Iteration  11: 40.106 ms/op
# Warmup Iteration  12: 40.325 ms/op
# Warmup Iteration  13: 40.912 ms/op
# Warmup Iteration  14: 40.319 ms/op
# Warmup Iteration  15: 40.142 ms/op
# Warmup Iteration  16: 40.233 ms/op
# Warmup Iteration  17: 40.523 ms/op
# Warmup Iteration  18: 40.383 ms/op
# Warmup Iteration  19: 39.962 ms/op
# Warmup Iteration  20: 40.028 ms/op
Iteration   1: 40.024 ms/op
Iteration   2: 40.367 ms/op
Iteration   3: 40.231 ms/op
Iteration   4: 40.048 ms/op
Iteration   5: 40.478 ms/op
Iteration   6: 40.029 ms/op
Iteration   7: 40.353 ms/op
Iteration   8: 40.279 ms/op
Iteration   9: 40.449 ms/op
Iteration  10: 40.016 ms/op
Iteration  11: 40.271 ms/op
Iteration  12: 40.297 ms/op
Iteration  13: 40.369 ms/op
Iteration  14: 40.025 ms/op
Iteration  15: 40.094 ms/op
Iteration  16: 40.113 ms/op
Iteration  17: 40.226 ms/op
Iteration  18: 40.181 ms/op
Iteration  19: 40.025 ms/op
Iteration  20: 40.966 ms/op
Iteration  21: 40.046 ms/op
Iteration  22: 40.087 ms/op
Iteration  23: 39.921 ms/op
Iteration  24: 40.138 ms/op
Iteration  25: 40.089 ms/op
Iteration  26: 40.798 ms/op
Iteration  27: 40.067 ms/op
Iteration  28: 41.329 ms/op
Iteration  29: 40.190 ms/op
Iteration  30: 39.974 ms/op
Iteration  31: 40.245 ms/op
Iteration  32: 41.001 ms/op
Iteration  33: 39.940 ms/op
Iteration  34: 42.579 ms/op
Iteration  35: 40.230 ms/op
Iteration  36: 40.332 ms/op
Iteration  37: 40.418 ms/op
Iteration  38: 40.462 ms/op
Iteration  39: 40.058 ms/op
Iteration  40: 40.224 ms/op

# Run progress: 60.00% complete, ETA 00:36:50
# Fork: 5 of 10
# Warmup Iteration   1: 45.261 ms/op
# Warmup Iteration   2: 40.718 ms/op
# Warmup Iteration   3: 40.590 ms/op
# Warmup Iteration   4: 41.115 ms/op
# Warmup Iteration   5: 41.096 ms/op
# Warmup Iteration   6: 40.338 ms/op
# Warmup Iteration   7: 40.869 ms/op
# Warmup Iteration   8: 41.182 ms/op
# Warmup Iteration   9: 40.460 ms/op
# Warmup Iteration  10: 40.757 ms/op
# Warmup Iteration  11: 40.189 ms/op
# Warmup Iteration  12: 40.161 ms/op
# Warmup Iteration  13: 41.475 ms/op
# Warmup Iteration  14: 40.168 ms/op
# Warmup Iteration  15: 40.259 ms/op
# Warmup Iteration  16: 40.995 ms/op
# Warmup Iteration  17: 40.213 ms/op
# Warmup Iteration  18: 40.214 ms/op
# Warmup Iteration  19: 40.194 ms/op
# Warmup Iteration  20: 40.758 ms/op
Iteration   1: 40.016 ms/op
Iteration   2: 40.090 ms/op
Iteration   3: 40.437 ms/op
Iteration   4: 40.157 ms/op
Iteration   5: 40.251 ms/op
Iteration   6: 40.137 ms/op
Iteration   7: 40.653 ms/op
Iteration   8: 40.207 ms/op
Iteration   9: 40.071 ms/op
Iteration  10: 40.238 ms/op
Iteration  11: 40.469 ms/op
Iteration  12: 40.092 ms/op
Iteration  13: 40.243 ms/op
Iteration  14: 40.274 ms/op
Iteration  15: 40.253 ms/op
Iteration  16: 40.396 ms/op
Iteration  17: 41.853 ms/op
Iteration  18: 41.984 ms/op
Iteration  19: 40.684 ms/op
Iteration  20: 41.095 ms/op
Iteration  21: 40.226 ms/op
Iteration  22: 40.361 ms/op
Iteration  23: 40.255 ms/op
Iteration  24: 41.452 ms/op
Iteration  25: 40.349 ms/op
Iteration  26: 40.504 ms/op
Iteration  27: 40.331 ms/op
Iteration  28: 40.418 ms/op
Iteration  29: 40.410 ms/op
Iteration  30: 40.125 ms/op
Iteration  31: 40.968 ms/op
Iteration  32: 40.226 ms/op
Iteration  33: 40.730 ms/op
Iteration  34: 40.293 ms/op
Iteration  35: 40.523 ms/op
Iteration  36: 41.198 ms/op
Iteration  37: 40.603 ms/op
Iteration  38: 40.277 ms/op
Iteration  39: 40.301 ms/op
Iteration  40: 40.496 ms/op

# Run progress: 61.11% complete, ETA 00:35:49
# Fork: 6 of 10
# Warmup Iteration   1: 45.595 ms/op
# Warmup Iteration   2: 40.775 ms/op
# Warmup Iteration   3: 41.304 ms/op
# Warmup Iteration   4: 40.645 ms/op
# Warmup Iteration   5: 40.565 ms/op
# Warmup Iteration   6: 40.197 ms/op
# Warmup Iteration   7: 40.671 ms/op
# Warmup Iteration   8: 40.552 ms/op
# Warmup Iteration   9: 40.073 ms/op
# Warmup Iteration  10: 40.676 ms/op
# Warmup Iteration  11: 40.127 ms/op
# Warmup Iteration  12: 40.579 ms/op
# Warmup Iteration  13: 41.052 ms/op
# Warmup Iteration  14: 40.418 ms/op
# Warmup Iteration  15: 40.382 ms/op
# Warmup Iteration  16: 40.327 ms/op
# Warmup Iteration  17: 40.053 ms/op
# Warmup Iteration  18: 40.075 ms/op
# Warmup Iteration  19: 41.522 ms/op
# Warmup Iteration  20: 40.049 ms/op
Iteration   1: 40.084 ms/op
Iteration   2: 40.041 ms/op
Iteration   3: 41.150 ms/op
Iteration   4: 40.029 ms/op
Iteration   5: 39.987 ms/op
Iteration   6: 40.194 ms/op
Iteration   7: 40.410 ms/op
Iteration   8: 40.025 ms/op
Iteration   9: 40.177 ms/op
Iteration  10: 40.599 ms/op
Iteration  11: 40.525 ms/op
Iteration  12: 40.219 ms/op
Iteration  13: 40.068 ms/op
Iteration  14: 41.247 ms/op
Iteration  15: 40.483 ms/op
Iteration  16: 40.108 ms/op
Iteration  17: 40.339 ms/op
Iteration  18: 40.354 ms/op
Iteration  19: 40.499 ms/op
Iteration  20: 40.269 ms/op
Iteration  21: 40.308 ms/op
Iteration  22: 40.103 ms/op
Iteration  23: 40.068 ms/op
Iteration  24: 41.246 ms/op
Iteration  25: 40.274 ms/op
Iteration  26: 41.097 ms/op
Iteration  27: 40.093 ms/op
Iteration  28: 41.237 ms/op
Iteration  29: 40.101 ms/op
